Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Announced Date,Announced Date Precision,IPO Date,Website,Twitter,LinkedIn,Top 5 Investors
Bonifii,https://www.crunchbase.com/organization/culedger,"Blockchain, Call Center, Financial Services, Information Technology","Denver, Colorado, United States","Bonifii operates as a credit union service organization focusing on the credential exchange, information exchange, and value exchange.","44,876",2024-12-20,day,,https://bonifii.com/,https://twitter.com/CULedger,https://www.linkedin.com/company/bonifiiofficial/,Careismatic Brands
Toposware,https://www.crunchbase.com/organization/toposware,"Blockchain, Information Technology, Software","Boston, Massachusetts, United States",Toposware develops a fully interoperable blockchain ecosystem powered by zero-knowledge proofs.,"46,307",2024-06-04,day,,https://toposware.com/,https://twitter.com/toposware,https://www.linkedin.com/company/toposware/,"Evolution Equity Partners, Triatomic Capital, K2 Access Fund, Sandeep Nailwal, Digital Hollywood"
BRD,https://www.crunchbase.com/organization/brd,"Bitcoin, Cryptocurrency, Financial Services, FinTech, Mobile Payments, Software, Virtual Currency","Zürich, Zurich, Switzerland",BRD is a financial software company specializing in blockchain-enabled mobile applications for cryptocurrency management.,"48,729",2021-11-25,day,,https://brd.com/,https://x.com/brdhq,https://www.linkedin.com/company/breadwallet/,"East Ventures, Liberty City Ventures, Saison Ventures, Xpring, Das Capital"
Swarmio Media,https://www.crunchbase.com/organization/ubique,"Blockchain, Cloud Computing, Cloud Infrastructure, eSports, Ethereum, Information Technology, Software","Sydney, Nova Scotia, Canada",Swarmio Media is an innovative technology company delivering a network intelligence and optimization platform,"49,293",,,2021-11-22,https://swarmio.media,https://twitter.com/ubiquenetworks,https://www.linkedin.com/company/swarmiomedia/,"Government of Canada, Innovacorp, Extreme Venture Partners, Apelby Investments"
Enry's Island SpA,https://www.crunchbase.com/organization/enry-s-island-worldwide-distributed-platform-for-startup-incubation-acceleration,"Blockchain, Cryptocurrency, Incubators, Internet of Things, Web Apps, Web3","Tremiti, Puglia, Italy",Enry’s Island S.p.A. is the first and only Venture Builder in the world listed in a Stock Exchange.,"49,565",,,2023-04-11,http://enrysisland.com,https://twitter.com/EnrysIsland,https://www.linkedin.com/company/enry's-island/,"Key Capital, LDA Capital"
OpenFinance,https://www.crunchbase.com/organization/openfinance-network,"Cryptocurrency, Financial Services, Trading Platform","Chicago, Illinois, United States",OpenFinance is a secondary market trading platform for digital alternative assets.,"50,726",2020-10-28,day,,https://www.openfinance.io/,https://twitter.com/openfinanceio,https://www.linkedin.com/company/openfinance-network/,"SixThirty, HTX, M25, West Loop Ventures, ODIG"
NODE40,https://www.crunchbase.com/organization/node40-llc,"Blockchain, Financial Services, FinTech, Information Technology","Albany, New York, United States",NODE40 is a SaaS analytics platform that captures operational and economic context of digital asset transactions for financial reporting.,"52,453",2018-01-30,day,,https://www.node40.com,https://www.twitter.com/node_40,https://www.linkedin.com/company/node40,"Hub Angels Investment Group, Card1Ventures"
Hut 8 Corp.,https://www.crunchbase.com/organization/hut-8,"Blockchain, Cryptocurrency, Mining","Toronto, Ontario, Canada",Hut 8 Corp. is a cryptocurrency mining and blockchain infrastructure company focused on digital asset mining.,"53,180",,,2019-10-08,https://hut8.com,,https://www.linkedin.com/company/hut8corp,"Coinbase, Coatue, Trinity Capital, Fidelity International, Gravitas Securities"
DMarket,https://www.crunchbase.com/organization/dmarket,"Blockchain, Digital Entertainment, FinTech, Gaming, Internet, Marketplace, Metaverse","Santa Monica, California, United States",DMarket is a marketplace for NFTs trading and technology for building metaverses.,"54,172",2023-01-25,day,,https://dmarket.com,https://twitter.com/dmarket_com,https://www.linkedin.com/company/18149400/,"Pantera Capital, Almaz Capital, Xsolla, Fulgur Ventures, Alexis Berthoud"
Amino Payments,https://www.crunchbase.com/organization/amino-2,"Blockchain, Financial Services, Payments","Philadelphia, Pennsylvania, United States","Amino is a payments company bringing transparency to online advertising by eliminating fraud, waste, and abuse.","54,270",2021-01-14,day,,https://www.aminopay.com/,https://www.twitter.com/aminopay,https://www.linkedin.com/company/amino-payments,"First Round Capital, Nyca Partners, AperiamVentures, Western Technology Investment, Auren Hoffman"
Membrane Finance,https://www.crunchbase.com/organization/membrane-finance,"Blockchain, Cryptocurrency, Financial Services, IT Infrastructure, Software, Web3","Helsinki, Southern Finland, Finland","Membrane issues a MiCAR-compatible euro stablecoin, EUROe, and provides BaaS services for crypto companies","54,410",2024-11-19,day,,https://www.membrane.fi,https://twitter.com/EUROemoney,https://www.linkedin.com/company/membrane-finance,Maki.vc
Staging Labs,https://www.crunchbase.com/organization/staging-labs,"Blockchain, Cryptocurrency, Cyber Security, Software","Miami, Florida, United States",Staging Labs making crypto safe and easy to use.,"57,965",2024-06-04,day,,https://www.staginglabs.io/,https://twitter.com/Staging_Labs,https://www.linkedin.com/company/staging-labs/,"Gaingels, Flourish Ventures, The General Partnership, NGC Ventures, Longterm Ventures"
Gem,https://www.crunchbase.com/organization/gem,"Cryptocurrency, FinTech, Internet, Security, Software","Venice, California, United States",Gem is a cryptocurrency and blockchain technology.,"58,085",2022-03-09,day,,http://gem.co,https://twitter.com/gemhq,https://www.linkedin.com/company/gem-hq,"First Round Capital, Blockchain Capital, Compound, Pelion Venture Partners, Digital Currency Group"
Trustology,https://www.crunchbase.com/organization/trustology,"Blockchain, Cryptocurrency, FinTech, Information Technology, Virtual Currency","London, England, United Kingdom",Trustology is building a custody platform to safeguard your crypto assets.,"58,532",2022-02-22,day,,https://www.trustology.io,https://twitter.com/TrustologyIO,https://www.linkedin.com/company/trustology,"ConsenSys, Two Sigma Ventures, ConsenSys Mesh"
IPaidThat,https://www.crunchbase.com/organization/ipaidthat,Blockchain,"Paris, Ile-de-France, France","IPaidThat automatically imports the invoices you receive, and compare them with your bank transactions.","59,728",2024-09-18,day,,https://ipaidthat.io/en/,https://twitter.com/IPaidThat,https://www.linkedin.com/company/ipaidthat/,"Bpifrance, Truffle Capital, Adelie"
Jet Protocol Holdings,https://www.crunchbase.com/organization/jet-protocol-holdings,"Blockchain, Financial Services, FinTech, Lending","Greenwich, Connecticut, United States",Jet Protocol Holdings is an operator of a lending platform.,"60,969",2024-10-29,day,,https://jetprotocol.io,https://twitter.com/jetprotocol,https://www.linkedin.com/company/jetprotocol,"Robot Ventures, Reciprocal Ventures, GSR, Three Arrows Capital, ParaFi Capital"
Arise Travel,https://www.crunchbase.com/organization/arise-technology,"Blockchain, Hotel, Travel","San Francisco, California, United States",Arise Travel is a Modern infrastructure for the travel industry.,"62,239",2025-02-28,day,,https://arise.travel/,https://twitter.com/AriseTechnology,https://www.linkedin.com/company/arise.travel/,"Unshackled Ventures, Market One Capital, Varsha Rao, The Refiners, Innovation Nest"
HolyWally,https://www.crunchbase.com/organization/holywally,"B2B, Banking, Cryptocurrency, Financial Services, FinTech, Mobile Payments, Payments","Singapore, Central Region, Singapore","HolyWally is a service platform that combines adaptability, rapid scalability, and optimized user experience.","63,232",2024-08-15,day,,https://www.holywally.com,,https://www.linkedin.com/company/holywally/,"M-DAQ, Zenus Bank, Hackquarters, Creitive, Finmirai"
Vinter,https://www.crunchbase.com/organization/vinter-capital,"Cryptocurrency, Financial Services, FinTech","Stockholm, Stockholms Lan, Sweden",Vinter is a regulated index provider specialized in crypto assets.,"64,908",2024-11-12,day,,https://vinter.co,https://twitter.com/vinterco,https://www.linkedin.com/company/vinterco/,"Octopus Ventures, Techstars, Gorilla Capital, Sting, Propel Capital"
Cambridge Blockchain,https://www.crunchbase.com/organization/cambridge-blockchain,"Blockchain, Cyber Security, Financial Services, FinTech, Identity Management, Information Technology, Privacy, Software","Cambridge, Massachusetts, United States",Cambridge Blockchain develops blockchain-based identity management and compliance software solutions for financial institutions.,"65,494",2020-12-01,day,,http://www.cambridge-blockchain.com/,https://twitter.com/C_Blockchain,https://www.linkedin.com/company/cambridge-blockchain-llc,"Flourish Ventures, Partech, Digital Currency Group, PayPal Ventures, Future Perfect Ventures"
TAP Network,https://www.crunchbase.com/organization/tap-coin,"Banking, Big Data, Blockchain, E-Commerce, FinTech, Loyalty Programs, Marketplace","New York, New York, United States",TAP Network is a technology company building blockchain powered software for enterprise clients.,"66,568",2023-04-04,day,,https://mytaprewards.com,https://twitter.com/mytaprewards,https://www.linkedin.com/company/mytaprewards,"Warner Music Group, Access Industries, Hard Yaka, Bill Tai, Nima Capital"
Mint Songs,https://www.crunchbase.com/organization/mint-songs,"Blockchain, Cryptocurrency, Information Technology, Music, Web3","Washington, District of Columbia, United States",Mint Songs is the largest music NFT marketplace helping music artists build web3 communities,"68,186",2023-02-15,day,,http://mintsongs.com/,https://twitter.com/mintsongs,https://www.linkedin.com/company/mint-songs,"Goodwater Capital, Coinbase Ventures, Castle Island Ventures, Freestyle Capital, Dapper Labs"
First Group,https://www.crunchbase.com/organization/first-group,"Blockchain, Cryptocurrency, Finance, Financial Services, FinTech, Information Technology, Payments, Software","Giv'atayim, Tel Aviv, Israel",First Group is a financial service providing company.,"70,641",2022-02-16,day,,https://www.firstdag.com,https://mobile.twitter.com/first_dag,https://www.linkedin.com/company/firstdag/,"Target Global, Mangrove Capital Partners, Scale-Up, Ronald Cohen"
BastionZero,https://www.crunchbase.com/organization/commonwealth-crypto,"Cryptocurrency, Information Technology","Boston, Massachusetts, United States",BastionZero is developing technology to allow traders to maintain custody of their coins while trading at a cryptocurrency exchange,"71,441",2024-05-30,day,,https://www.bastionzero.com,https://twitter.com/getBastionZero,https://www.linkedin.com/company/bastionzero,"Underscore VC, Akamai Technologies, Highland Capital Partners, Dell Technologies Capital, Notation Capital"
Quadrant,https://www.crunchbase.com/organization/quadrant,"Artificial Intelligence (AI), Big Data, Blockchain, Compliance, Enterprise Applications, Geospatial, Information Technology, Location Based Services, Real Time, Software","Singapore, Central Region, Singapore",Quadrant provides an online platform that helps users to find charts and share economic data in a faster and more convenient way.,"71,446",2021-08-25,day,,https://quadrant.io/,https://twitter.com/quadrant_io,https://www.linkedin.com/company/quadrantio/,"Wavemaker Partners, JFDI.Asia"
Validated ID,https://www.crunchbase.com/organization/validated-id,"Blockchain, E-Signature, Identity Management, Information Technology, Legal Tech, Productivity Tools, SaaS, Security, Software","Barcelona, Catalonia, Spain","Validated ID helps businesses bring security, trust, efficiency and legal compliance to customer identity verification and agreements.","71,755",2025-02-06,day,,http://validatedid.com,http://twitter.com/validatedID,https://www.linkedin.com/company/validated-id,"Criteria Venture Tech, Blockchers, Randstad Innovation Fund, Cuatrecasas Ventures"
Learning Machine Technologies,https://www.crunchbase.com/organization/learning-machine,"Blockchain, Education, Government, Human Resources, Identity Management, SaaS","New York, New York, United States","Blockchain, SaaS, Digital Credentials, Identity Docs, Blockchain, Enterprise","72,744",2020-02-05,day,,http://www.learningmachine.com,https://www.twitter.com/learningmach1,https://www.linkedin.com/company/2137722/,"Learn Capital, Omidyar Network, PTB Ventures"
modum,https://www.crunchbase.com/organization/modum,"Blockchain, Cryptocurrency, Information Technology, Internet, Life Science, Supply Chain Management, Virtual Currency","Zürich, Zurich, Switzerland",Ensuring drug safety with blockchain technology.,"72,849",2021-06-08,day,,https://www.modum.io,https://www.twitter.com/modum_io,https://www.linkedin.com/company/modum.io-ag,"Venture Kick, Kickstart Innovation, Andreas Schwartz"
BTC Digital,https://www.crunchbase.com/organization/meten,"Blockchain, Education, Metaverse","Shenzhen, Guangdong, China",BTC Digital is a blockchain and metaverse technology company.,"73,149",,,2020-03-31,https://btct.investorroom.com,,,"Fortune Venture Capital, CICC, Azimut Holding, Shenzhen Guozhong Venture Capital Management, DGC"
Bits,https://www.crunchbase.com/organization/bits-af10,Cryptocurrency,"Las Vegas, Nevada, United States",Bits set up automatic investments at regular intervals within the Bits app to strengthen the value of your micro-investments.,"77,180",2024-11-19,day,,https://www.bitscrypto.com/,,https://www.linkedin.com/company/bitscrypto/about/,"Founders, Inc., Founders Committee Ventures"
BitOasis,https://www.crunchbase.com/organization/bitoasis,"Bitcoin, Cryptocurrency, Financial Services, FinTech, Payments","Dubai, Dubai, United Arab Emirates","BitOasis is a cryptocurrency trading platform offering a digital asset wallet and exchange to buy, sell, and trade.","79,505",2024-07-03,day,,http://bitoasis.net,https://twitter.com/bitoasis,https://www.linkedin.com/company/bitoasis-technologies-fze/about/,"Digital Currency Group, Global Founders Capital, Pantera Capital, CoinDCX, 1776 Ventures"
Golden,https://www.crunchbase.com/organization/golden-2cb6,"Artificial Intelligence (AI), Blockchain, Machine Learning, Natural Language Processing, Software","Claymont, Delaware, United States",Golden is a developer of a self-constructing knowledge database used to accelerate discovery and education.,"80,100",2024-04-24,day,,https://golden.com,https://twitter.com/Golden,https://www.linkedin.com/company/golden-recursion-inc/,"Andreessen Horowitz, Founders Fund, Quiet Capital, FalconX, Bossa Invest"
Wasder,https://www.crunchbase.com/organization/wasder,"Blockchain, Communities, Gaming, Information Technology, Web3","Stockholm, Stockholms Lan, Sweden",Wasder is a software company that develops personalized mobile gaming apps and social media tools that engage gamers in conversation.,"80,263",2023-11-27,day,,https://www.wasder.gg,https://twitter.com/wasdergg,https://www.linkedin.com/company/wasder-ab/,M2 Asset Management
Tech Bureau,https://www.crunchbase.com/organization/tech-bureau-inc-,"Cryptocurrency, FinTech, Security","Osaka, Osaka, Japan",Tech Bureau provides cryptographic currency and Blockchain technology using exchange API to handle currency encryption.,"80,495",2018-11-22,day,,http://techbureau.jp,,https://www.linkedin.com/company/tech-bureau-corp.,"JAFCO, Hiroshima Venture Capital, Arara, Asteria, Nippon Technology Venture Partners"
Qori,https://www.crunchbase.com/organization/qori-6fac,"Cryptocurrency, Financial Services, Payments, Retail, Service Industry","Paris, Ile-de-France, France",Qori is a pioneer mobile payment solution allowing brick and mortattr merchants to cost-effectively accept bank and crypto payments.,"82,487",2023-03-15,day,,http://www.qori.me/,,https://www.linkedin.com/company/qori-me/?viewAsMember=true,"Systema, Firestartr, Hottinger Group, Golden Record Ventures, T0 Ventures"
Mediachain,https://www.crunchbase.com/organization/mediachain,"Art, Blockchain, Cryptocurrency, Digital Media, Social Media Marketing","Brooklyn, New York, United States",Mediachain automatically connects media to its creator and information about it.,"83,196",2017-04-26,day,,http://www.mediachain.io/,https://twitter.com/mediachain_,https://www.linkedin.com/company/mediachain-labs-logo/,"Andreessen Horowitz, Union Square Ventures, Digital Currency Group, LDV Capital, RRE Ventures"
Loco,https://www.crunchbase.com/organization/the-loco-app,"Apps, Blockchain, Gaming, Video Streaming","Mumbai, Maharashtra, India",Loco is an Indian game streaming platform.,"84,958",2024-09-26,day,,https://www.loco.gg/,https://twitter.com/getloconow,https://www.linkedin.com/company/loco-india,"3one4 Capital, Krafton, Makers Fund, Korea Investment Partners, Lumikai"
Stablehouse,https://www.crunchbase.com/organization/stablehouse,"Cryptocurrency, Financial Exchanges, Financial Services, Information Technology","Hamilton, Hamilton, Bermuda","Investment platform for individuals and institutions who seek innovative, sustainable, and compliant opportunities through digital assets.","87,352",2023-08-10,day,,https://www.stablehouse.com,https://twitter.com/stablehouse,https://www.linkedin.com/company/stablehouse,"Dragonfly, Liberty City Ventures, Lukka, XBTO Group, John O'Brien"
Canaan Creative,https://www.crunchbase.com/organization/canaan-creative,"Bitcoin, Electronics, Information Technology, Manufacturing, Semiconductor, Software","Beijing, Beijing, China",Canaan Creative is a producer of Blockchain servers and solutions for repetition ASIC chips.,"87,824",2016-06-08,day,2019-11-22,https://canaan.io,https://twitter.com/canaanio,https://www.linkedin.com/company/%E5%98%89%E6%A5%A0%E8%80%98%E6%99%BA/,"Tunlan Investment, Fundamental Labs, Jinjiang International, Baopu Asset Management"
SafeWire,https://www.crunchbase.com/organization/safechain-llc,"Blockchain, Government, Real Estate, Software","Columbus, Ohio, United States",SafeWire provides software to title companies to combat wire fraud in real estate transactions.,"94,339",2021-12-13,day,,https://safewire.com,https://www.twitter.com/safechain_io,https://www.linkedin.com/company/safechain-financial-llc/,"Rev1 Ventures, M25, Aspect Ventures, Social Capital, Precursor Ventures"
N3TWORK,https://www.crunchbase.com/organization/n3twork,"Analytics, Blockchain, Casual Games, Developer Platform, Gamification, Gaming, Mobile Apps, Publishing, Software, Video Games","San Francisco, California, United States","Creating, publishing, and scaling the very best in mobile games.","95,457",2022-01-13,day,,http://www.n3twork.com,,https://www.linkedin.com/company/n3twork-studios-inc,"Floodgate, Kleiner Perkins, Griffin Gaming Partners, Korea Investment Partners, Galaxy Interactive"
Grayscale Bitcoin Trust,https://www.crunchbase.com/organization/grayscale-bitcoin-trust,"Bitcoin, Blockchain, Finance, Financial Services","New York, New York, United States",Grayscale Bitcoin Trust is a digital currency investment company providing a familiar structure for financial and tax advisors.,"98,147",,,2015-05-25,https://grayscale.com,,https://www.linkedin.com/company/grayscale-investments/,"ARK Investment Management, BlockFi, Rothschild Investment Corporation"
StrongSalt,https://www.crunchbase.com/organization/overnest-inc,"Blockchain, Cloud Security, Computer, Enterprise Applications, Enterprise Software, Internet, Privacy, Security, Software","San Jose, California, United States","StrongSalt is building a secure team communication application providing encrypted messaging, archiving, and search for innovative teams.","99,962",2022-02-15,day,,https://www.strongsalt.com/index.html,https://twitter.com/getstrongsalt,https://www.linkedin.com/company/strongsalt/,"Fusion Fund, UpHonest Capital, DHVC, Valley Capital Partners, Wei Guo"
StreetCred,https://www.crunchbase.com/organization/streetcred,"Blockchain, Data Integration, Location Based Services, Mapping Services","New York, New York, United States",StreetCred offers accessible data for places people care about.,"102,538",2021-01-11,day,,https://www.streetcred.co/,https://twitter.com/streetcredlabs,https://www.linkedin.com/company/streetcredlabs,"Wonder Ventures, Bowery Capital, Notation Capital, Studio VC, Nicholas Chirls"
paymennt.com,https://www.crunchbase.com/organization/pointcheckout,"Cryptocurrency, FinTech, Payments","Abu Dhabi, Abu Dhabi, United Arab Emirates","Paymennt is a mobile-first payments platform allowing businesses to accept payments online, in person, or through payment links.","102,640",2023-02-14,day,,https://www.paymennt.com,https://twitter.com/paymennt,https://www.linkedin.com/company/paymenntcom,"500 Global, Oraseya Capital, Sheraa Sharjah, Arzan Venture Capital, HALA Ventures"
Purse,https://www.crunchbase.com/organization/purse-io,"Bitcoin, Cryptocurrency, FinTech","San Francisco, California, United States",Purse provides real incentive to use Bitcoin to the largest selection at the lowest price points.,"103,463",2023-06-30,day,,https://purse.io,http://twitter.com/purseio,http://www.linkedin.com/company/purseio,"Plug and Play, Strong Ventures, Digital Currency Group, FundersClub, Digital Finance Group (DFG)"
Proxy,https://www.crunchbase.com/organization/martians,"Augmented Reality, Blockchain, Consumer, Identity Management, Information Technology, Mobile, Mobile Apps, Software","San Francisco, California, United States","Access More, Share Less. Proxy designs and builds privacy-first, human-led, identity technologies. With Proxy ID, your world is now open.","109,761",2023-05-09,day,,https://proxy.co/,,https://www.linkedin.com/company/proxy-technologies/,"Y Combinator, Coatue, Kleiner Perkins, Blackbird Ventures, Silicon Valley Bank"
iChain,https://www.crunchbase.com/organization/ichain-inc,"Blockchain, Insurance, InsurTech, Internet of Things","Tokyo, Tokyo, Japan",iChain is an insurtech company that develops and markets software related to the insurance sector as well as offers consulting services.,"109,893",2016-07-22,day,,https://www.ichain.co.jp/index_en.html,https://x.com/ichaininc,https://www.linkedin.com/company/ibeed/,"Consensus Base, Internetworking & Broadband Consulting, Garcia & Company, Yasunari Goto"
Kik,https://www.crunchbase.com/organization/kik-interactive,"Apps, Cryptocurrency, Messaging, Mobile, Social Media, Video Chat, Wireless","Waterloo, Ontario, Canada","Kik lets users connect with friends, groups, and the world around them through chat.","111,279",2019-10-19,day,,http://kik.com/,http://twitter.com/kik,http://www.linkedin.com/company/kik-interactive-inc,"Union Square Ventures, Spark Capital, Foundation Capital, Tencent, SV Angel"
Wuzu,https://www.crunchbase.com/organization/wuzu,"Cryptocurrency, Internet","Curitiba, Parana, Brazil",Wuzu is a liquidity and technology provider that connects multiple exchanges on the same matching engine.,"111,810",2022-03-06,day,,http://wuzu.io,https://twitter.com/wuzumxn,https://www.linkedin.com/company/wuzu/,"Bossa Invest, CapTable, SuperJobs, Duxx Investimentos, 100 Open Angels"
BC Group,https://www.crunchbase.com/organization/branding-china-group,"Blockchain, Financial Services, Marketing","Causeway Bay, Hong Kong Island, Hong Kong",BC Group is a holding company that specializes in digital assets and blockchain platforms.,"113,338",,,2012-04-27,https://bc.group,https://twitter.com/bctechgroup,https://www.linkedin.com/company/bctechgroup,"GIC, Fidelity International, BGX"
Thred Technologies,https://www.crunchbase.com/organization/thred-technologies,"Artificial Intelligence (AI), Cryptocurrency, Search Engine","Seattle, Washington, United States",Thred Technologies is an AI-powered NFT search and discovery platform that is currently in private beta.,"122,985",2023-05-23,day,,https://thred.xyz/,,https://www.linkedin.com/company/thredtechnologies,"Brightloom, Augeo Marketing, Kindergarten Ventures"
Anyblock Analytics,https://www.crunchbase.com/organization/anyblock-analytics,"Analytics, Blockchain","Mainz, Rheinland-Pfalz, Germany","Anyblock Analytics is a blockchain solution provider that integrates blockchain in business processes by providing methods, tools and data.","124,907",2021-11-17,day,,https://www.anyblockanalytics.com/,https://twitter.com/AnyblockTools,https://www.linkedin.com/company/anyblockanalytics/,"VentureOut, Accelerator Frankfurt, ISB development bank"
Curisium,https://www.crunchbase.com/organization/curisium,"Blockchain, Health Care","Manhattan Beach, California, United States",Innovative Healthcare Contracting,"128,330",2020-07-20,day,,http://www.curisium.com,https://twitter.com/curisium,https://www.linkedin.com/company/curisium/,"New Enterprise Associates, Flare Capital Partners, Green Bay Ventures, Sanofi Ventures, Shuttle Fund"
Bitski,https://www.crunchbase.com/organization/bitski,"Apps, Blockchain, Content Creators, Cryptocurrency, Non-Fungible Token (NFT)","San Francisco, California, United States",Bitski provides blockchain wallet infrastructure for creating and selling NFTs.,"129,768",2024-05-21,day,,https://www.bitski.com,https://twitter.com/bitski,https://www.linkedin.com/company/bitski,"Andreessen Horowitz, Village Global, Founders Fund, Coinbase Ventures, SV Angel"
Nabu Studio,https://www.crunchbase.com/organization/nabu-studio,"Blockchain, Fantasy Sports, Gaming","Seongnam, Kyonggi-do, South Korea",A company that develops a blockchain-based sports platform,"132,631",2021-12-01,month,,https://nabustudio.co.kr/,,https://www.linkedin.com/company/nabu-studio,Devsisters Ventures
Forkast.News,https://www.crunchbase.com/organization/forkast-news,"Blockchain, Digital Media, News, Online Portals","Hong Kong, Hong Kong Island, Hong Kong","Forkast.News is a digital media platform covering blockchain and emerging tech at the intersection of business, economy, and politics.","134,520",2023-01-17,day,,http://www.forkast.news,https://twitter.com/Forkast_News,https://www.linkedin.com/company/forkastnews/,"Animoca Brands, Alibaba Entrepreneurs Fund, CMCC Global, AMTD Group, Fenbushi Capital"
Token IQ,https://www.crunchbase.com/organization/token-iq,"Blockchain, Financial Services, FinTech, Information Technology","Scottsdale, Arizona, United States","They at Token IQ is a financial services company that specializes in fintech, cryptocurrency, and compliance.","136,452",2021-08-25,day,,https://tokeniq.io/,,https://www.linkedin.com/company/tokeniq-io/,Profectus Financial
Stakes,https://www.crunchbase.com/organization/stakes,"Blockchain, Cryptocurrency, Mobile Apps, Social Media, Sports","New York, New York, United States",Stakes is a social wagering platform for NFTs that transforms sports betting into a more social activity,"145,394",2024-04-16,day,,https://www.playwithstakes.com,https://twitter.com/playwithstakes,https://www.linkedin.com/company/playwithstakes,"Digital Currency Group, Matrixport, Cadenza Ventures, LD Capital, Visary Capital"
Solar Site Design,https://www.crunchbase.com/organization/solar-site-design,"Blockchain, Clean Energy, Digital Media, Energy, Energy Storage, Enterprise Software, Renewable Energy, Solar","Nashville, Tennessee, United States",Its mission is to offer the Solar Site Design information technology platform to solar professionals worldwide.,"148,050",2021-12-01,day,,http://solarsitedesign.com,http://twitter.com/solarsitedesign,https://www.linkedin.com/company/solar-site-design,"VilCap Investments, ImpactAssets, InCrowd Capital, Fortnum Capital"
Dharma Labs,https://www.crunchbase.com/organization/dharma-labs,"Blockchain, Credit, FinTech, Lending, Peer to Peer","San Francisco, California, United States",Dharma Labs is a protocol for generic tokenized debt agreements.,"151,093",2022-01-17,day,,https://dharma.io/,https://twitter.com/Dharma_HQ,https://www.linkedin.com/company/dharma-protocol/,"Y Combinator, Coinbase Ventures, Cantos, Lemniscap, FinTech Collective"
Huoxun,https://www.crunchbase.com/organization/hxuoun-com,"Blockchain, Media and Entertainment, News","Beijing, Beijing, China",Huoxun is an integrated media service platform in the blockchain industry.,"156,585",2022-08-06,day,,http://huoxun.com/,,,"Huaying, JD Capital, Asch, Oukai Lianchuang Network Technology, Fanshun Technology"
Omniex,https://www.crunchbase.com/organization/omniex,"Blockchain, Cryptocurrency, Finance, Financial Services, FinTech, Software, Trading Platform","San Francisco, California, United States","Omniex develops software infrastructure that integrates front, middle, and back-office services to simplify access and remove fragmentation.","158,771",2022-01-19,day,,https://omniex.io,https://twitter.com/OmniexInc,https://www.linkedin.com/company/omniexinc/,"Digital Currency Group, Sierra Ventures, Jump Capital, Clocktower Technology Ventures, SIX"
Farm Trust,https://www.crunchbase.com/organization/farm-trust,"Blockchain, E-Commerce, Retail","Tunis, Tunis, Tunisia",Farm Trust is an E-commerce platform for fruits and vegetables that provide traceability through blockchain.,"162,278",2021-12-08,day,,https://farmtrust.tn/,,https://www.linkedin.com/company/farm-trust/,"Flat6Labs Tunisia, Yunus Social Business, Oxfam’s Enterprise Development Programme, Smart Capital"
Earn.com,https://www.crunchbase.com/organization/earn-com,"Bitcoin, Cryptocurrency, Email, FinTech, Internet, Social Network, Virtual Currency","San Francisco, California, United States",Earn money for replying to emails and completing tasks.,"163,489",2018-04-16,day,,https://earn.com/,https://x.com/earndotcom,https://www.linkedin.com/company/18311064/,"Andreessen Horowitz, Khosla Ventures, Founders Fund, Pantera Capital, Qualcomm Ventures"
iCandy Interactive Limited,https://www.crunchbase.com/organization/icandy-interactive-limited,"Digital Entertainment, Mobile, Web3","Melbourne, Victoria, Australia",iCandy Group is one of Southeast Asia's largest game developer - developing cross-platform conventional and Web3 games,"163,635",,,2016-02-04,http://www.icandy.io,https://twitter.com/icandyinteract,https://www.linkedin.com/company-beta/6583196/,"Animoca Brands, Fatfish Internet Group"
GameOn,https://www.crunchbase.com/organization/gameon-8dd7,"Blockchain, Consumer Applications, Cryptocurrency, Fantasy Sports, Gaming","Vancouver, British Columbia, Canada","GameOn creates games that utilize NFTs, predictive gaming, and fantasy elements, all crafted to optimize fan involvement.","168,866",2020-09-18,day,2021-06-01,https://gameon.app,https://twitter.com/gameonfanapp,https://www.linkedin.com/company/gameonfanapp,"Techstars, HBAR Foundation, Jackson Moses, Flow, Arbitrum"
BitOfProperty,https://www.crunchbase.com/organization/bitofproperty,"Blockchain, Crowdfunding, FinTech, Real Estate, Real Estate Investment","Tallinn, Harjumaa, Estonia",BitOfProperty is an alternative real estate investment platform for passive income.,"171,483",2021-11-14,day,,http://www.bitofproperty.com,https://twitter.com/BitOfProperty,https://www.linkedin.com/company/15253847/,"Startup Spaze, Lifull"
Visualeo,https://www.crunchbase.com/organization/visualeo,"Apps, Blockchain, Data Visualization, Information Technology","Madrid, Madrid, Spain","Visualeo is a tool, which helps people and companies to know the status of a product or property at a distance. ","181,266",2021-06-23,day,,https://www.visualeo.com/,https://twitter.com/visualeo,https://www.linkedin.com/company/visualeo/,Cabiedes & Partners
Linius Technologies,https://www.crunchbase.com/organization/linius-technologies,"Advertising, Artificial Intelligence (AI), Blockchain, Developer Tools, Digital Marketing, Machine Learning, PaaS, Software","South Yarra, Victoria, Australia",Linius Technologies develops the Video Virtualization Engine™ which virtualizes video services and artificial intelligence in the cloud.,"188,251",2003-03-04,day,2016-05-09,http://www.linius.com,https://www.twitter.com/linius_tech,https://www.linkedin.com/company/1305556/,"Fidelity, Nautic Partners, MassVentures, Bergen Asset Management, Eli Capital"
